,sex,row_number,liters_drunk,age,drink,check_number,label
3575,1,16.0,4.0,47,Beerbeer,9087,1
3576,0,75.0,4.0,17,Water,8129,1
3577,1,43.0,3.0,12,Cola,4933,1
3578,0,32.0,2.0,42,Beerbeer,2786,0
3579,0,67.0,5.0,67,Cola,6164,1
3580,1,43.0,1.0,69,Fanta,5239,1
3581,1,51.0,0.0,69,Strong beer,2081,1
3582,0,78.0,2.0,68,Bugbeer,1510,0
3583,1,87.0,1.0,54,Beerbeer,2950,1
3584,0,89.0,1.0,60,Cola,76,1
3585,0,26.0,2.0,76,Strong beer,387,1
3586,0,53.0,3.0,44,Water,9032,1
3587,1,62.0,0.0,23,Bugbeer,3458,0
3588,0,30.0,2.0,18,Water,7709,1
3589,1,62.0,0.0,27,Fanta,914,1
3590,0,17.0,5.0,62,Cola,6814,1
3591,1,21.0,4.0,47,Beerbeer,5076,1
3592,1,22.0,0.0,79,Fanta,8161,0
3593,1,100.0,2.4767078189300413,32,Beerbeer,3077,0
3594,0,30.0,5.0,70,Strong beer,6728,1
3595,0,15.0,5.0,32,Cola,4000,0
3596,0,82.0,3.0,62,Bugbeer,2460,0
3597,0,59.0,5.0,43,Fanta,9157,1
3598,0,33.0,1.0,53,Fanta,3310,0
3599,1,100.0,0.0,38,Bugbeer,9947,0
3600,0,74.0,3.0,77,Fanta,4233,1
3601,0,94.0,2.0,59,Beerbeer,2896,1
3602,1,38.0,1.0,58,Strong beer,2055,0
3603,1,93.0,2.0,18,Fanta,6176,1
3604,0,86.0,0.0,13,Fanta,386,1
3605,0,0.0,0.0,36,Bugbeer,4822,0
3606,1,6.0,5.0,40,Beerbeer,9050,1
3607,1,3.0,4.0,50,Beerbeer,3050,1
3608,0,97.0,1.0,56,Strong beer,5351,0
3609,1,69.0,4.0,59,Fanta,5973,0
3610,1,80.0,1.0,41,Cola,1592,1
3611,1,49.0,0.0,45,Bugbeer,659,0
3612,1,88.0,1.0,24,Cola,4328,0
3613,0,6.0,4.0,77,Bugbeer,5118,1
3614,0,96.0,2.4767078189300413,21,Water,4685,0
3615,1,7.0,1.0,43,Fanta,2314,0
3616,1,87.0,1.0,45,Cola,3604,0
3617,0,30.0,2.4767078189300413,75,Bugbeer,776,1
3618,1,79.0,0.0,71,Strong beer,4126,1
3619,0,49.0,5.0,47,Water,306,1
3620,1,13.0,4.0,17,Cola,3967,0
3621,1,1.0,0.0,10,Cola,2803,1
3622,0,70.0,0.0,74,Bugbeer,9183,1
3623,0,53.0,4.0,32,Fanta,5129,1
3624,1,9.0,5.0,43,Water,7865,1
3625,0,64.0,2.0,57,Strong beer,4983,1
3626,1,81.0,3.0,10,Cola,9775,0
3627,1,43.0,3.0,17,Fanta,6899,1
3628,1,35.0,2.0,68,Cola,9839,1
3629,0,55.0,0.0,58,Fanta,381,0
3630,1,69.0,5.0,27,Strong beer,4859,1
3631,1,55.0,1.0,76,Water,4930,0
3632,0,26.0,4.0,10,Cola,8654,1
3633,1,0.0,3.0,55,Water,8262,0
3634,1,100.0,4.0,49,Bugbeer,8525,1
3635,0,58.0,5.0,42,Beerbeer,3386,1
3636,1,94.0,3.0,62,Fanta,602,0
3637,0,100.0,1.0,46,Beerbeer,5172,1
3638,1,0.0,2.4767078189300413,21,Strong beer,3186,1
3639,1,55.0,3.0,77,Beerbeer,325,1
3640,0,40.0,0.0,35,Cola,5572,0
3641,1,83.0,2.4767078189300413,41,Strong beer,5135,0
3642,1,74.0,5.0,36,Beerbeer,4527,1
3643,1,40.0,2.4767078189300413,32,Cola,7218,1
3644,1,78.0,2.4767078189300413,64,Cola,6145,1
3645,1,96.0,5.0,77,Water,5798,1
3646,1,54.0,1.0,70,Bugbeer,8090,1
3647,0,36.0,2.4767078189300413,33,Beerbeer,2466,1
3648,0,93.0,2.0,21,Fanta,3500,1
3649,1,58.0,1.0,59,Strong beer,6003,1
3650,0,75.0,1.0,42,Beerbeer,2938,0
3651,0,53.0,3.0,29,Water,4788,1
3652,0,57.0,4.0,11,Fanta,1404,1
3653,0,32.0,2.4767078189300413,41,Water,6706,1
3654,0,58.0,2.0,63,Bugbeer,3602,1
3655,0,11.0,3.0,67,Fanta,9234,1
3656,0,98.0,5.0,27,Water,971,1
3657,0,94.0,0.0,10,Fanta,8120,1
3658,1,100.0,2.4767078189300413,57,Beerbeer,7227,1
3659,0,50.0,2.0,62,Fanta,7302,1
3660,0,100.0,3.0,44,Water,7809,1
3661,1,44.0,1.0,69,Water,9612,1
3662,1,66.0,2.0,29,Strong beer,8503,0
3663,1,12.0,0.0,35,Cola,8250,0
3664,1,1.0,2.0,53,Beerbeer,8648,1
3665,1,33.0,0.0,12,Water,4632,0
3666,0,84.0,0.0,47,Strong beer,3626,1
3667,1,100.0,3.0,24,Strong beer,8331,1
3668,0,77.0,1.0,41,Cola,105,0
3669,1,47.0,1.0,76,Bugbeer,767,0
3670,0,31.0,2.0,80,Beerbeer,1583,1
3671,1,45.0,4.0,61,Strong beer,2553,0
3672,0,100.0,5.0,52,Fanta,942,0
3673,0,34.0,2.0,74,Cola,3960,1
3674,0,19.0,2.0,50,Fanta,3871,1
3675,0,13.0,1.0,26,Beerbeer,1743,0
3676,1,15.0,0.0,46,Bugbeer,5306,1
3677,0,37.0,2.0,70,Beerbeer,669,1
3678,0,68.0,5.0,26,Fanta,6919,0
3679,0,16.0,2.0,64,Cola,1135,0
3680,1,65.0,4.0,76,Strong beer,1746,0
3681,1,8.0,5.0,29,Bugbeer,600,1
3682,0,16.0,1.0,38,Water,8480,1
3683,1,95.0,0.0,75,Strong beer,6291,1
3684,0,91.0,5.0,56,Strong beer,2274,1
3685,0,21.0,2.4767078189300413,41,Bugbeer,5065,0
3686,1,28.0,0.0,55,Bugbeer,3818,0
3687,1,74.0,2.0,33,Strong beer,3339,1
3688,1,35.0,5.0,16,Cola,8962,1
3689,1,75.0,2.4767078189300413,56,Water,7614,1
3690,1,18.0,1.0,42,Water,1669,1
3691,1,100.0,0.0,62,Bugbeer,8022,0
3692,0,77.0,4.0,76,Water,7569,1
3693,0,85.0,2.4767078189300413,59,Fanta,1526,1
3694,0,76.0,1.0,56,Bugbeer,5451,1
3695,0,16.0,0.0,33,Fanta,4862,0
3696,1,38.0,2.4767078189300413,77,Water,1244,1
3697,0,77.0,2.4767078189300413,21,Strong beer,2577,1
3698,0,90.0,1.0,14,Cola,7356,1
3699,0,90.0,4.0,80,Fanta,7421,1
3700,1,100.0,2.0,45,Water,902,1
3701,0,74.0,2.0,12,Cola,5906,1
3702,1,64.0,1.0,47,Beerbeer,210,1
3703,0,78.0,1.0,74,Strong beer,3014,0
3704,1,47.0,1.0,75,Bugbeer,9766,0
3705,0,6.0,1.0,47,Strong beer,2988,0
3706,1,44.0,2.0,64,Fanta,6341,0
3707,0,9.0,0.0,38,Cola,5264,0
3708,1,28.0,2.0,11,Water,5881,1
3709,0,68.0,3.0,38,Beerbeer,7281,1
3710,0,4.0,4.0,59,Fanta,7787,1
3711,0,78.0,1.0,58,Beerbeer,6028,0
3712,0,5.0,4.0,45,Bugbeer,1585,1
3713,1,34.0,1.0,71,Beerbeer,8212,0
3714,1,96.0,0.0,79,Beerbeer,3908,1
3715,0,69.0,2.0,70,Water,6364,0
3716,0,17.0,2.0,52,Fanta,5257,1
3717,1,46.0,5.0,61,Fanta,9570,1
3718,1,45.0,4.0,18,Water,312,1
3719,0,14.0,4.0,20,Cola,3359,0
3720,1,62.0,2.0,45,Cola,726,1
3721,0,17.0,2.4767078189300413,67,Beerbeer,5119,0
3722,0,79.0,3.0,13,Fanta,780,1
3723,0,26.0,5.0,42,Bugbeer,566,1
3724,0,100.0,1.0,62,Strong beer,4760,0
3725,0,99.0,1.0,78,Beerbeer,1750,1
3726,0,52.0,2.0,38,Beerbeer,7076,1
3727,1,44.0,2.4767078189300413,60,Water,4830,1
3728,0,32.0,0.0,12,Cola,1374,1
3729,0,51.0,1.0,71,Water,1383,0
3730,0,91.0,0.0,77,Strong beer,134,1
3731,1,80.0,2.0,69,Cola,6071,1
3732,0,63.0,1.0,43,Beerbeer,4723,0
3733,0,60.0,2.0,63,Water,4503,1
3734,1,45.0,3.0,34,Cola,6408,1
3735,1,29.0,1.0,47,Fanta,6576,1
3736,0,96.0,3.0,52,Beerbeer,1939,0
3737,0,53.0,2.0,63,Water,3192,0
3738,1,96.0,3.0,75,Water,1337,0
3739,1,85.0,0.0,20,Cola,6426,0
3740,1,87.0,1.0,80,Cola,414,0
3741,1,74.0,3.0,31,Water,3407,1
3742,1,39.0,2.4767078189300413,59,Strong beer,6270,0
3743,1,86.0,1.0,52,Fanta,1866,1
3744,1,76.0,0.0,67,Water,5419,1
3745,1,33.0,0.0,15,Cola,6065,0
3746,1,87.0,4.0,49,Strong beer,2370,1
3747,1,14.0,2.0,49,Bugbeer,51,1
3748,1,23.0,4.0,20,Fanta,8345,0
3749,1,77.0,5.0,54,Bugbeer,6034,1
3750,0,3.0,3.0,54,Fanta,9719,0
3751,1,47.0,2.4767078189300413,30,Cola,9020,0
3752,1,65.0,0.0,42,Cola,2330,1
3753,0,65.0,4.0,62,Cola,9038,0
3754,0,86.0,2.0,62,Bugbeer,6166,0
3755,0,77.0,0.0,70,Fanta,3371,1
3756,0,100.0,1.0,29,Water,2637,0
3757,1,59.0,0.0,26,Fanta,8105,1
3758,1,97.0,1.0,53,Cola,379,1
3759,0,42.0,2.4767078189300413,55,Water,8402,1
3760,1,14.0,5.0,69,Fanta,6447,1
3761,1,85.0,3.0,29,Water,2585,1
3762,1,58.0,2.0,18,Fanta,7388,0
3763,0,9.0,0.0,72,Fanta,7852,0
3764,0,50.0,2.0,16,Fanta,2498,1
3765,1,75.0,4.0,71,Water,6585,1
3766,0,96.0,0.0,37,Fanta,1529,1
3767,1,77.0,2.4767078189300413,44,Bugbeer,4806,0
3768,0,86.0,3.0,19,Water,7142,1
3769,0,75.0,3.0,24,Наше пиво,1614,1
3770,1,4.0,2.4767078189300413,70,Beerbeer,9757,1
3771,1,62.0,4.0,63,Cola,2833,1
3772,1,85.0,3.0,49,Fanta,5176,0
3773,1,33.0,4.0,22,Fanta,6517,1
3774,0,100.0,3.0,68,Strong beer,7936,1
3775,1,100.0,2.0,43,Fanta,327,1
3776,1,74.0,2.0,24,Fanta,4371,1
3777,0,19.0,0.0,39,Beerbeer,9187,1
3778,1,91.0,1.0,70,Cola,2140,1
3779,1,93.0,3.0,31,Fanta,6475,0
3780,1,50.0,1.0,17,Cola,5329,0
3781,0,87.0,2.0,57,Strong beer,6804,0
3782,0,68.0,4.0,21,Cola,9771,1
3783,0,37.0,3.0,13,Water,4992,1
3784,1,98.0,3.0,36,Bugbeer,9869,1
3785,1,73.0,0.0,53,Beerbeer,2118,0
3786,1,68.0,5.0,50,Bugbeer,2670,0
3787,1,29.0,4.0,40,Strong beer,4221,1
3788,1,24.0,1.0,51,Bugbeer,4059,0
3789,0,73.0,2.0,26,Bugbeer,2281,0
3790,0,28.0,2.4767078189300413,53,Beerbeer,664,1
3791,0,89.0,5.0,78,Cola,775,1
3792,0,24.0,4.0,68,Cola,8821,1
3793,1,51.0,2.0,71,Bugbeer,5141,0
3794,0,98.0,4.0,79,Bugbeer,1853,0
3795,1,46.0,3.0,52,Water,6206,1
3796,0,59.0,5.0,80,Beerbeer,5886,1
3797,1,29.0,2.0,60,Water,2175,1
3798,0,96.0,0.0,32,Strong beer,2957,0
3799,0,78.0,2.0,45,Fanta,2478,1
3800,0,47.0,4.0,23,Strong beer,710,1
3801,1,1.0,4.0,72,Strong beer,6776,0
3802,1,100.0,4.0,30,Cola,7464,0
3803,1,23.0,2.0,46,Strong beer,8672,0
3804,0,38.0,4.0,46,Cola,9624,1
3805,1,11.0,5.0,40,Beerbeer,5291,1
3806,1,27.0,4.0,11,Water,5537,1
3807,1,61.0,2.4767078189300413,14,Cola,1818,1
3808,0,9.0,0.0,68,Beerbeer,8083,1
3809,0,39.0,3.0,34,Water,8263,1
3810,0,58.0,2.4767078189300413,20,Water,7957,1
3811,0,58.0,2.4767078189300413,46,Water,44,0
3812,1,93.0,5.0,58,Fanta,984,0
3813,0,52.0,0.0,54,Beerbeer,8861,1
3814,1,19.0,0.0,18,Fanta,887,0
3815,1,58.0,5.0,11,Cola,4713,1
3816,0,5.0,3.0,22,Beerbeer,6230,1
3817,0,51.0,1.0,60,Cola,3391,0
3818,0,20.0,3.0,66,Water,6481,1
3819,0,87.0,1.0,26,Beerbeer,4186,0
3820,1,48.0,0.0,15,Water,8979,0
3821,0,21.0,5.0,56,Beerbeer,2504,1
3822,1,38.0,2.0,43,Cola,2512,0
3823,1,89.0,4.0,15,Fanta,5721,1
3824,1,83.0,3.0,45,Fanta,454,0
3825,0,65.0,0.0,69,Fanta,4825,1
3826,0,31.0,4.0,73,Fanta,8121,1
3827,0,99.0,2.0,71,Bugbeer,7135,0
3828,1,5.0,4.0,73,Fanta,1113,0
3829,1,20.0,2.4767078189300413,19,Cola,3294,0
3830,0,58.0,3.0,11,Fanta,80,0
3831,1,85.0,1.0,57,Strong beer,4719,0
3832,0,43.0,5.0,61,Cola,8061,1
3833,0,86.0,4.0,55,Fanta,6245,0
3834,0,2.0,4.0,75,Strong beer,2622,0
3835,1,7.0,2.4767078189300413,66,Fanta,8155,0
3836,1,95.0,0.0,27,Cola,6699,0
3837,1,48.0,1.0,55,Strong beer,8427,1
3838,1,88.0,5.0,77,Cola,8113,0
3839,0,4.0,3.0,28,Strong beer,2937,0
3840,1,18.0,4.0,36,Cola,2902,0
3841,1,31.0,3.0,52,Water,2171,0
3842,1,40.0,5.0,73,Strong beer,5674,1
3843,1,94.0,5.0,79,Strong beer,4423,1
3844,1,97.0,0.0,10,Fanta,4006,1
3845,0,3.0,1.0,79,Fanta,29,1
3846,0,39.0,0.0,57,Fanta,4097,1
3847,1,56.0,4.0,18,Fanta,6937,1
3848,1,100.0,2.4767078189300413,54,Beerbeer,6763,0
3849,0,82.0,5.0,41,Bugbeer,1950,1
3850,0,69.0,2.4767078189300413,28,Strong beer,4254,1
3851,0,13.0,4.0,49,Beerbeer,1079,1
3852,1,77.0,2.4767078189300413,23,Fanta,7846,1
3853,0,83.0,0.0,75,Strong beer,3301,0
3854,1,69.0,2.0,32,Water,1377,0
3855,0,28.0,3.0,41,Bugbeer,3730,0
3856,0,64.0,4.0,23,Strong beer,1557,1
3857,0,28.0,2.0,77,Cola,3396,0
3858,0,25.0,0.0,52,Water,6180,0
3859,0,13.0,0.0,41,Beerbeer,2717,1
3860,1,66.0,0.0,23,Strong beer,5210,1
3861,0,63.0,3.0,40,Water,7895,1
3862,0,88.0,1.0,79,Water,7743,1
3863,1,61.0,5.0,56,Strong beer,9830,0
3864,0,81.0,1.0,11,Water,2041,0
3865,0,13.0,4.0,10,Water,1301,0
3866,1,41.0,2.4767078189300413,38,Cola,2647,1
3867,0,31.0,1.0,67,Water,8827,1
3868,0,72.0,0.0,80,Bugbeer,395,1
3869,0,100.0,3.0,39,Cola,2310,0
3870,0,24.0,4.0,17,Cola,6386,1
3871,1,98.0,2.0,28,Fanta,4746,1
3872,0,37.0,5.0,43,Cola,6010,0
3873,1,17.0,1.0,74,Water,3280,0
3874,0,27.0,5.0,67,Beerbeer,4160,0
3875,1,53.0,0.0,12,Cola,186,0
3876,1,45.0,0.0,64,Bugbeer,3190,0
3877,0,19.0,4.0,74,Water,682,1
3878,1,75.0,4.0,25,Beerbeer,969,1
3879,1,87.0,2.0,54,Strong beer,3891,0
3880,0,31.0,2.4767078189300413,37,Bugbeer,5137,1
3881,1,30.0,2.0,25,Bugbeer,7253,0
3882,0,82.0,3.0,37,Fanta,1952,0
3883,0,91.0,4.0,56,Bugbeer,703,1
3884,1,43.0,5.0,58,Bugbeer,2597,1
3885,1,58.0,1.0,17,Water,3268,0
3886,1,31.0,2.4767078189300413,55,Water,7116,0
3887,0,37.0,3.0,67,Water,2906,0
3888,1,64.0,1.0,59,Bugbeer,8055,1
3889,0,71.0,3.0,71,Cola,9149,1
3890,1,8.0,5.0,69,Beerbeer,6612,0
3891,1,9.0,4.0,44,Beerbeer,581,1
3892,0,87.0,2.0,38,Beerbeer,7515,0
3893,0,49.0,2.0,57,Cola,7172,0
3894,0,65.0,2.0,11,Cola,7003,1
3895,1,100.0,2.4767078189300413,49,Beerbeer,8393,0
3896,0,71.0,2.4767078189300413,63,Bugbeer,4842,1
3897,0,36.0,2.0,33,Water,9426,1
3898,1,72.0,3.0,55,Beerbeer,6125,0
3899,1,39.0,5.0,50,Fanta,2396,0
3900,1,44.0,4.0,61,Beerbeer,9402,1
3901,0,83.0,1.0,46,Strong beer,4210,0
3902,0,33.0,5.0,52,Fanta,5735,0
3903,1,33.0,0.0,55,Strong beer,244,0
3904,1,45.0,4.0,76,Strong beer,5619,1
3905,1,100.0,2.0,28,Strong beer,9036,0
3906,0,13.0,2.0,30,Bugbeer,3714,1
3907,0,42.0,1.0,40,Bugbeer,7163,0
3908,0,61.0,0.0,64,Strong beer,9009,0
3909,1,65.0,0.0,13,Water,2943,1
3910,0,99.0,2.4767078189300413,78,Strong beer,475,0
3911,0,96.0,5.0,47,Cola,8565,1
3912,0,44.0,5.0,57,Fanta,7006,0
3913,1,15.0,5.0,27,Fanta,3506,0
3914,0,12.0,0.0,58,Strong beer,1064,1
3915,0,56.0,5.0,16,Cola,4797,1
3916,1,48.0,4.0,32,Beerbeer,8650,1
3917,0,100.0,1.0,22,Fanta,6554,0
3918,1,74.0,5.0,16,Water,4543,1
3919,1,26.0,3.0,73,Bugbeer,2899,1
3920,0,48.0,2.4767078189300413,79,Bugbeer,4096,0
3921,1,11.0,0.0,49,Water,7524,0
3922,0,32.0,1.0,10,Cola,2710,0
3923,0,95.0,5.0,22,Strong beer,4285,1
3924,0,73.0,0.0,12,Water,3168,0
3925,1,65.0,3.0,14,Water,7413,1
3926,1,49.0,3.0,23,Beerbeer,1372,0
3927,1,36.0,1.0,37,Beerbeer,8059,1
3928,1,49.0,3.0,53,Beerbeer,2674,1
3929,0,95.0,5.0,22,Cola,3366,1
3930,1,31.0,2.0,71,Strong beer,6339,0
3931,0,91.0,5.0,41,Cola,5369,1
3932,1,83.0,0.0,55,Cola,1145,1
3933,0,52.0,2.0,57,Cola,3019,0
3934,0,27.0,2.0,60,Bugbeer,2910,0
3935,0,73.0,3.0,79,Beerbeer,1457,1
3936,1,14.0,2.0,24,Bugbeer,7890,0
3937,0,2.0,0.0,80,Water,1062,1
3938,0,50.0,0.0,63,Strong beer,5790,0
3939,0,69.0,2.0,68,Water,4150,0
3940,0,26.0,4.0,35,Cola,2436,1
3941,0,20.0,2.4767078189300413,65,Cola,8188,0
3942,0,96.0,1.0,55,Strong beer,5400,1
3943,0,33.0,4.0,59,Bugbeer,3358,0
3944,0,30.0,3.0,76,Beerbeer,6986,0
3945,1,63.0,3.0,36,Cola,299,1
3946,0,85.0,1.0,28,Water,8842,0
3947,1,73.0,1.0,45,Cola,3120,1
3948,0,100.0,4.0,62,Cola,425,1
3949,0,20.0,1.0,71,Water,5147,0
3950,0,67.0,2.0,48,Strong beer,2954,1
3951,0,77.0,5.0,73,Fanta,309,0
3952,0,90.0,5.0,68,Fanta,2283,1
3953,1,100.0,0.0,77,Water,2066,0
3954,0,49.0,0.0,53,Cola,5439,1
3955,0,69.0,3.0,31,Water,647,1
3956,0,100.0,0.0,69,Strong beer,5959,1
3957,0,21.0,5.0,29,Water,5360,1
3958,1,100.0,2.0,60,Beerbeer,6515,1
3959,1,45.0,3.0,47,Water,273,1
3960,0,33.0,4.0,70,Strong beer,84,0
3961,0,17.0,2.0,56,Water,8836,1
3962,1,95.0,5.0,71,Bugbeer,6482,1
3963,1,38.0,0.0,56,Strong beer,2130,0
3964,0,90.0,0.0,79,Bugbeer,879,0
3965,0,52.0,4.0,20,Water,1410,0
3966,1,41.0,5.0,19,Fanta,5587,1
3967,0,19.0,0.0,63,Fanta,8602,1
3968,0,61.0,3.0,51,Beerbeer,8274,0
3969,0,38.0,2.0,80,Beerbeer,6736,0
3970,0,40.0,4.0,25,Fanta,1524,1
3971,1,15.0,1.0,72,Cola,1019,1
3972,1,58.0,2.0,35,Bugbeer,9012,1
3973,1,100.0,0.0,74,Cola,3780,1
3974,1,35.0,0.0,28,Bugbeer,7904,0
3975,1,2.0,2.0,33,Fanta,8938,1
3976,0,69.0,0.0,50,Bugbeer,5027,0
3977,1,74.0,0.0,15,Cola,5047,1
3978,0,50.0,3.0,12,Fanta,8545,1
3979,1,11.0,0.0,51,Cola,7053,1
3980,0,100.0,0.0,69,Strong beer,9466,1
3981,1,67.0,3.0,21,Fanta,3773,1
3982,0,69.0,1.0,68,Beerbeer,4498,1
3983,0,87.0,3.0,23,Fanta,6839,0
3984,0,97.0,4.0,27,Water,4372,1
3985,1,77.0,1.0,74,Water,4173,0
3986,0,68.0,1.0,38,Strong beer,2951,1
3987,1,36.0,0.0,57,Bugbeer,5746,0
3988,1,70.0,5.0,31,Beerbeer,8400,1
3989,0,26.0,5.0,43,Fanta,1587,1
3990,0,93.0,0.0,33,Water,2737,0
3991,1,22.0,2.0,51,Bugbeer,8817,1
3992,0,55.0,3.0,66,Fanta,3364,1
3993,0,12.0,2.0,45,Beerbeer,1102,1
3994,0,87.0,1.0,23,Cola,3194,1
3995,1,24.0,0.0,74,Cola,4969,1
3996,1,65.0,1.0,79,Cola,8394,1
3997,0,16.0,2.4767078189300413,59,Beerbeer,5018,0
3998,1,15.0,2.0,23,Water,934,1
3999,1,12.0,4.0,29,Beerbeer,7686,1
4000,0,100.0,1.0,35,Water,9017,1
4001,1,86.0,5.0,70,Bugbeer,7691,0
4002,1,78.0,1.0,20,Fanta,6632,0
4003,0,69.0,3.0,60,Strong beer,1632,1
4004,0,87.0,2.4767078189300413,19,Water,9548,0
4005,0,62.0,2.0,69,Cola,7697,0
4006,1,54.0,2.0,19,Cola,9532,1
4007,0,55.0,2.4767078189300413,16,Water,3373,1
4008,1,2.0,5.0,33,Bugbeer,7001,1
4009,1,94.0,3.0,71,Bugbeer,5523,1
4010,1,100.0,2.0,63,Beerbeer,9792,0
4011,0,56.0,2.0,67,Fanta,8140,0
4012,0,30.0,4.0,22,Bugbeer,8470,1
4013,0,49.0,4.0,80,Fanta,8467,1
4014,1,41.0,0.0,35,Beerbeer,5995,1
4015,0,76.0,0.0,29,Cola,7511,0
4016,0,59.0,1.0,62,Beerbeer,8792,0
4017,1,100.0,1.0,58,Fanta,8126,1
4018,1,88.0,5.0,29,Beerbeer,1565,1
4019,1,61.0,1.0,31,Cola,8747,1
4020,0,32.0,3.0,46,Beerbeer,5681,0
4021,1,3.0,2.4767078189300413,48,Beerbeer,211,0
4022,0,61.0,3.0,57,Strong beer,9397,0
4023,1,64.0,4.0,33,Beerbeer,6118,1
4024,1,15.0,2.4767078189300413,56,Bugbeer,3852,1
4025,1,26.0,0.0,25,Strong beer,7559,1
4026,0,100.0,1.0,51,Fanta,2322,0
4027,0,54.0,3.0,43,Strong beer,3984,0
4028,0,47.0,3.0,31,Strong beer,3972,1
4029,0,19.0,2.4767078189300413,24,Water,4279,0
4030,0,76.0,0.0,12,Cola,8135,1
4031,1,20.0,5.0,35,Water,2598,0
4032,0,36.0,4.0,50,Water,7775,0
4033,0,61.0,3.0,20,Water,2759,1
4034,1,55.0,2.4767078189300413,37,Strong beer,516,1
4035,1,89.0,2.0,29,Beerbeer,6546,0
4036,1,99.0,5.0,78,Bugbeer,6044,1
4037,0,74.0,3.0,27,Bugbeer,9097,1
4038,0,3.0,5.0,43,Strong beer,9371,1
4039,0,29.0,1.0,54,Bugbeer,6363,1
4040,1,79.0,3.0,51,Strong beer,8948,1
4041,1,39.0,4.0,47,Strong beer,9162,1
4042,1,58.0,2.4767078189300413,35,Beerbeer,7812,1
4043,1,76.0,5.0,51,Beerbeer,9398,1
4044,1,97.0,3.0,32,Beerbeer,5096,0
4045,0,19.0,0.0,60,Strong beer,5487,0
4046,0,100.0,5.0,68,Fanta,7928,0
4047,1,26.0,4.0,30,Cola,6141,1
4048,0,41.0,1.0,14,Cola,7744,1
4049,0,31.0,2.0,17,Fanta,5693,1
4050,1,89.0,2.0,59,Cola,1313,0
4051,0,38.0,3.0,44,Cola,2667,0
4052,1,44.0,4.0,53,Strong beer,9153,0
4053,0,49.0,1.0,27,Strong beer,537,1
4054,0,46.0,5.0,55,Beerbeer,4089,1
4055,1,6.0,5.0,29,Cola,8500,1
4056,0,59.0,3.0,42,Beerbeer,2901,1
4057,1,30.0,2.0,67,Bugbeer,788,1
4058,1,34.0,5.0,31,Beerbeer,6393,1
4059,1,58.0,2.4767078189300413,47,Fanta,5491,1
4060,1,63.0,2.0,70,Bugbeer,2292,0
4061,1,86.0,0.0,46,Beerbeer,1901,1
4062,1,27.0,4.0,80,Fanta,4217,0
4063,1,68.0,0.0,24,Fanta,6788,0
4064,0,100.0,2.4767078189300413,28,Bugbeer,714,0
4065,0,83.0,2.4767078189300413,38,Bugbeer,9121,1
4066,1,4.0,0.0,21,Bugbeer,6202,0
4067,1,93.0,0.0,33,Bugbeer,3239,1
4068,0,90.0,3.0,12,Cola,6501,1
4069,1,68.0,2.0,55,Strong beer,3784,0
4070,0,80.0,2.4767078189300413,45,Bugbeer,8876,1
4071,0,76.0,0.0,11,Water,4915,1
4072,0,17.0,2.0,60,Strong beer,2986,1
4073,1,71.0,5.0,33,Strong beer,6236,1
4074,0,89.0,0.0,48,Beerbeer,6871,1
4075,0,10.0,4.0,46,Cola,6170,1
4076,0,0.0,5.0,65,Strong beer,8116,1
4077,1,58.0,2.0,39,Fanta,5449,0
4078,0,68.0,4.0,19,Water,7498,1
4079,1,9.0,0.0,15,Fanta,5750,1
4080,1,55.0,2.0,32,Fanta,4281,1
4081,0,43.0,2.4767078189300413,67,Water,9392,1
4082,1,66.0,2.0,43,Beerbeer,7363,1
4083,1,78.0,3.0,23,Bugbeer,8156,1
4084,1,73.0,0.0,40,Cola,5407,0
4085,1,76.0,4.0,67,Beerbeer,5668,0
4086,1,80.0,2.4767078189300413,19,Water,5123,0
4087,0,96.0,2.0,72,Cola,3383,1
4088,1,89.0,0.0,45,Water,3070,1
4089,1,100.0,5.0,59,Water,6787,0
4090,0,7.0,3.0,73,Bugbeer,7874,1
4091,0,1.0,5.0,64,Bugbeer,1649,1
4092,0,75.0,1.0,41,Fanta,8098,1
4093,0,36.0,2.0,33,Bugbeer,9105,1
4094,1,86.0,2.4767078189300413,63,Beerbeer,4650,0
4095,0,12.0,2.0,79,Beerbeer,1685,1
4096,1,95.0,2.0,20,Cola,9852,0
4097,1,8.0,2.4767078189300413,31,Beerbeer,4064,1
4098,1,97.0,1.0,69,Beerbeer,2155,0
4099,1,34.0,2.0,11,Fanta,3255,1
4100,1,49.0,4.0,76,Cola,19,0
4101,0,21.0,2.4767078189300413,43,Cola,920,1
4102,1,39.0,5.0,64,Bugbeer,8935,0
4103,1,73.0,3.0,71,Bugbeer,3455,1
4104,0,71.0,5.0,49,Cola,6534,1
4105,1,54.0,2.0,20,Water,7247,0
4106,0,57.0,5.0,42,Water,7962,1
4107,1,52.0,0.0,65,Beerbeer,3031,1
4108,1,13.0,0.0,22,Beerbeer,9704,0
4109,0,4.0,4.0,76,Strong beer,8716,0
4110,0,93.0,2.4767078189300413,37,Bugbeer,6156,1
4111,0,40.0,4.0,19,Water,4703,1
4112,0,15.0,3.0,73,Cola,1980,1
4113,0,20.0,5.0,62,Strong beer,6036,0
4114,1,47.0,4.0,65,Fanta,3774,0
4115,0,100.0,1.0,10,Water,6456,0
4116,1,71.0,5.0,22,Cola,4887,0
4117,1,17.0,4.0,64,Strong beer,1181,1
4118,0,48.0,2.0,67,Cola,8350,1
